chapter,sentence,title
Chapter 2. Father and Son,"Come, father” added Dantès, “put this money back in your box—unless neighbor Caderousse wants anything, and in that case it is at his service.” “No, my boy, no,” said Caderousse.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“I am not in any want, thank God, my living is suited to my means.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"Keep your money—keep it, I say;—one never has too much;—but, at the same time, my boy, I am as much obliged by your offer as if I took advantage of it.” “It was offered with good will,” said Dantès.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“No doubt, my boy; no doubt.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"Well, you stand well with M. Morrel I hear,—you insinuating dog, you!” “M.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"Morrel has always been exceedingly kind to me,” replied Dantès.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Then you were wrong to refuse to dine with him.” “What, did you refuse to dine with him?” said old Dantès; “and did he invite you to dine?” “Yes, my dear father,” replied Edmond, smiling at his father’s astonishment at the excessive honor paid to his son.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“And why did you refuse, my son?” inquired the old man.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“That I might the sooner see you again, my dear father,” replied the young man.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“I was most anxious to see you.” “But it must have vexed M. Morrel, good, worthy man,” said Caderousse.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“And when you are looking forward to be captain, it was wrong to annoy the owner.” “But I explained to him the cause of my refusal,” replied Dantès, “and I hope he fully understood it.” “Yes, but to be captain one must do a little flattery to one’s patrons.” “I hope to be captain without that,” said Dantès.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,“So much the better—so much the better!,THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,Nothing will give greater pleasure to all your old friends; and I know one down there behind the Saint Nicolas citadel who will not be sorry to hear it.” “Mercédès?” said the old man.,THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Yes, my dear father, and with your permission, now I have seen you, and know you are well and have all you require, I will ask your consent to go and pay a visit to the Catalans.” “Go, my dear boy,” said old Dantès; “and Heaven bless you in your wife, as it has blessed me in my son!” “His wife!” said Caderousse; “why, how fast you go on, father Dantès; she is not his wife yet, as it seems to me.” “No, but according to all probability she soon will be,” replied Edmond.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Yes—yes,” said Caderousse; “but you were right to return as soon as possible, my boy.” “And why?” “Because Mercédès is a very fine girl, and fine girls never lack followers; she particularly has them by dozens.” “Really?” answered Edmond, with a smile which had in it traces of slight uneasiness.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"0039m “Ah, yes,” continued Caderousse, “and capital offers, too; but you know, you will be captain, and who could refuse you then?” “Meaning to say,” replied Dantès, with a smile which but ill-concealed his trouble, “that if I were not a captain——” “Eh—eh!” said Caderousse, shaking his head.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Come, come,” said the sailor, “I have a better opinion than you of women in general, and of Mercédès in particular; and I am certain that, captain or not, she will remain ever faithful to me.” “So much the better—so much the better,” said Caderousse.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“When one is going to be married, there is nothing like implicit confidence; but never mind that, my boy,—go and announce your arrival, and let her know all your hopes and prospects.” “I will go directly,” was Edmond’s reply; and, embracing his father, and nodding to Caderousse, he left the apartment.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"Caderousse lingered for a moment, then taking leave of old Dantès, he went downstairs to rejoin Danglars, who awaited him at the corner of the Rue Senac.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Well,” said Danglars, “did you see him?” “I have just left him,” answered Caderousse.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"“Did he allude to his hope of being captain?” “He spoke of it as a thing already decided.” “Indeed!” said Danglars, “he is in too much hurry, it appears to me.” “Why, it seems M. Morrel has promised him the thing.” “So that he is quite elated about it?” “Why, yes, he is actually insolent over the matter—has already offered me his patronage, as if he were a grand personage, and proffered me a loan of money, as though he were a banker.” “Which you refused?” “Most assuredly; although I might easily have accepted it, for it was I who put into his hands the first silver he ever earned; but now M. Dantès has no longer any occasion for assistance—he is about to become a captain.” “Pooh!” said Danglars, “he is not one yet.” “Ma foi!",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"it will be as well if he is not,” answered Caderousse; “for if he should be, there will be really no speaking to him.” “If we choose,” replied Danglars, “he will remain what he is; and perhaps become even less than he is.” “What do you mean?” “Nothing—I was speaking to myself.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"And is he still in love with the Catalane?” “Over head and ears; but, unless I am much mistaken, there will be a storm in that quarter.” 0041m “Explain yourself.” “Why should I?” “It is more important than you think, perhaps.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"You do not like Dantès?” “I never like upstarts.” “Then tell me all you know about the Catalane.” “I know nothing for certain; only I have seen things which induce me to believe, as I told you, that the future captain will find some annoyance in the vicinity of the Vieilles Infirmeries.” “What have you seen?—come, tell me!” “Well, every time I have seen Mercédès come into the city she has been accompanied by a tall, strapping, black-eyed Catalan, with a red complexion, brown skin, and fierce air, whom she calls cousin.” “Really; and you think this cousin pays her attentions?” “I only suppose so.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"What else can a strapping chap of twenty-one mean with a fine wench of seventeen?” “And you say that Dantès has gone to the Catalans?” “He went before I came down.” “Let us go the same way; we will stop at La Réserve, and we can drink a glass of La Malgue, whilst we wait for news.” “Come along,” said Caderousse; “but you pay the score.” “Of course,” replied Danglars; and going quickly to the designated place, they called for a bottle of wine, and two glasses.",THE COUNT OF MONTE CRISTO
Chapter 2. Father and Son,"Père Pamphile had seen Dantès pass not ten minutes before; and assured that he was at the Catalans, they sat down under the budding foliage of the planes and sycamores, in the branches of which the birds were singing their welcome to one of the first days of spring.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"Beyond a bare, weather-worn wall, about a hundred paces from the spot where the two friends sat looking and listening as they drank their wine, was the village of the Catalans.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"Long ago this mysterious colony quitted Spain, and settled on the tongue of land on which it is to this day.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"Whence it came no one knew, and it spoke an unknown tongue.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"One of its chiefs, who understood Provençal, begged the commune of Marseilles to give them this bare and barren promontory, where, like the sailors of old, they had run their boats ashore.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"The request was granted; and three months afterwards, around the twelve or fifteen small vessels which had brought these gypsies of the sea, a small village sprang up.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"This village, constructed in a singular and picturesque manner, half Moorish, half Spanish, still remains, and is inhabited by descendants of the first comers, who speak the language of their fathers.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"For three or four centuries they have remained upon this small promontory, on which they had settled like a flight of seabirds, without mixing with the Marseillaise population, intermarrying, and preserving their original customs and the costume of their mother-country as they have preserved its language.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"Our readers will follow us along the only street of this little village, and enter with us one of the houses, which is sunburned to the beautiful dead-leaf color peculiar to the buildings of the country, and within coated with whitewash, like a Spanish posada.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"A young and beautiful girl, with hair as black as jet, her eyes as velvety as the gazelle’s, was leaning with her back against the wainscot, rubbing in her slender delicately moulded fingers a bunch of heath blossoms, the flowers of which she was picking off and strewing on the floor; her arms, bare to the elbow, brown, and modelled after those of the Arlesian Venus, moved with a kind of restless impatience, and she tapped the earth with her arched and supple foot, so as to display the pure and full shape of her well-turned leg, in its red cotton, gray and blue clocked, stocking.",THE COUNT OF MONTE CRISTO
Chapter 3. The Catalans,"At three paces from her, seated in a chair which he balanced on two legs, leaning his elbow on an old worm-eaten table, was a tall young man of twenty, or two-and-twenty, who was looking at her with an air in which vexation and uneasiness were mingled.",THE COUNT OF MONTE CRISTO
